scenario,time_ms,input_energy,recent_min,recent_max,dynamic_range,adaptive_gain,dynamic_energy,expanded_energy,transient_energy,derivative_energy,speaking_base_energy,procedural_carrier_energy,final_speaking_energy
syllable_peaks,1650.0,0.118987,0.118289,0.229258,0.110969,2.883684,0.082361,0.244077,0.076746,0.001848,0.186495,0.05313,0.368783
syllable_peaks,1666.667,0.119608,0.118289,0.229258,0.110969,2.883684,0.051111,0.205015,0.0481,0.002417,0.188168,0.056268,0.357324
syllable_peaks,1683.333,0.120366,0.118289,0.229258,0.110969,2.883684,0.019861,0.165952,0.019454,0.002953,0.18926,0.05827,0.345866
syllable_peaks,1700.0,0.121252,0.118289,0.229258,0.110969,2.883684,0.008545,0.12689,0.005111,0.00345,0.189491,0.058602,0.334408
syllable_peaks,1716.667,0.122255,0.118289,0.229258,0.110969,2.883684,0.011435,0.087827,0.00578,0.003901,0.188766,0.057081,0.322949
syllable_peaks,1733.333,0.123359,0.118289,0.229258,0.110969,2.883684,0.014621,0.061111,0.006372,0.004301,0.187197,0.053925,0.311491
syllable_peaks,1750.0,0.129925,0.118289,0.229258,0.110969,2.883684,0.033554,0.119914,0.037866,0.02556,0.185423,0.049696,0.300033
syllable_peaks,1766.667,0.165978,0.118289,0.229258,0.110969,2.883684,0.096054,0.19283,0.131616,0.140356,0.18523,0.045172,0.325033
syllable_peaks,1783.333,0.208192,0.118289,0.229258,0.110969,2.883684,0.158554,0.265747,0.225366,0.164338,0.185389,0.041155,0.350033
syllable_peaks,1800.0,0.214717,0.118289,0.229258,0.110969,2.883684,0.221054,0.338664,0.19672,0.025401,0.184224,0.038287,0.375033
syllable_peaks,1816.667,0.180015,0.118289,0.229258,0.110969,2.883684,0.189804,0.41158,0.168075,0.135094,0.181703,0.036896,0.400033
syllable_peaks,1833.333,0.141644,0.118289,0.229258,0.110969,2.883684,0.158554,0.372518,0.139429,0.149379,0.179515,0.036928,0.413795
syllable_peaks,1850.0,0.132618,0.118289,0.229258,0.110969,2.883684,0.127304,0.333455,0.110783,0.035138,0.179492,0.037963,0.402337
syllable_peaks,1866.667,0.133946,0.118289,0.226396,0.108107,2.960042,0.096054,0.294393,0.082137,0.005309,0.180286,0.039329,0.390879
syllable_peaks,1883.333,0.135223,0.118289,0.226396,0.108107,2.960042,0.064804,0.25533,0.053491,0.0051,0.180857,0.040272,0.37942
syllable_peaks,1900.0,0.13643,0.118289,0.226396,0.108107,2.960042,0.053698,0.216268,0.024845,0.004824,0.180867,0.040146,0.367962
syllable_peaks,1916.667,0.137552,0.118289,0.226396,0.108107,2.960042,0.057019,0.177205,0.006642,0.004483,0.180121,0.038577,0.356504
syllable_peaks,1933.333,0.138574,0.118289,0.226396,0.108107,2.960042,0.060043,0.174485,0.006049,0.004083,0.178615,0.03556,0.345045
syllable_peaks,1950.0,0.139482,0.118289,0.226396,0.108107,2.960042,0.062732,0.180169,0.005377,0.003629,0.176542,0.031466,0.333587
syllable_peaks,1966.667,0.144841,0.118289,0.226396,0.108107,2.960042,0.078594,0.219263,0.031724,0.021414,0.174524,0.026956,0.322129
syllable_peaks,1983.333,0.179103,0.118289,0.226396,0.108107,2.960042,0.141094,0.29218,0.125474,0.136915,0.174339,0.02283,0.347129
syllable_peaks,2000.0,0.221201,0.118289,0.226396,0.108107,2.960042,0.203594,0.365096,0.219224,0.168224,0.174949,0.019836,0.372129
syllable_peaks,2016.667,0.228768,0.118289,0.228768,0.110479,2.896478,0.266094,0.438013,0.190579,0.02959,0.174618,0.018493,0.397129
syllable_peaks,2033.333,0.194093,0.118289,0.228768,0.110479,2.896478,0.234844,0.498918,0.161933,0.135589,0.173131,0.018972,0.422129
syllable_peaks,2050.0,0.153589,0.118289,0.228768,0.110479,2.896478,0.203594,0.459856,0.133287,0.158378,0.171976,0.021055,0.447129
syllable_peaks,2066.667,0.141871,0.118289,0.228768,0.110479,2.896478,0.172344,0.420793,0.104641,0.045821,0.172906,0.024192,0.43567
syllable_peaks,2083.333,0.141591,0.118289,0.228768,0.110479,2.896478,0.141094,0.381731,0.075995,0.001095,0.174677,0.027631,0.424212
syllable_peaks,2100.0,0.141157,0.118289,0.228768,0.110479,2.896478,0.109844,0.342668,0.047349,0.001696,0.176195,0.030602,0.412754
syllable_peaks,2116.667,0.140576,0.118289,0.228768,0.110479,2.896478,0.078594,0.303606,0.018704,0.002274,0.177145,0.032495,0.401295
syllable_peaks,2133.333,0.139854,0.118289,0.228768,0.110479,2.896478,0.062462,0.264543,0.0,0.002823,0.177368,0.033011,0.389837
syllable_peaks,2150.0,0.139001,0.118289,0.228768,0.110479,2.896478,0.059993,0.225481,0.0,0.003333,0.176904,0.032218,0.378379
syllable_peaks,2166.667,0.13803,0.118289,0.228768,0.110479,2.896478,0.057178,0.186418,0.0,0.0038,0.175972,0.030542,0.36692
syllable_peaks,2183.333,0.1408,0.118289,0.228768,0.110479,2.896478,0.065203,0.187827,0.016051,0.010834,0.175158,0.028649,0.355462
gaps,0.0,0.15,0.15,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.1817,0.040162,0.025
gaps,16.667,0.167872,0.15,0.167872,0.017872,8.0,0.0625,0.072917,0.0,0.0,0.185362,0.045221,0.05
gaps,33.333,0.182804,0.15,0.182804,0.032804,8.0,0.125,0.145833,0.09375,0.161265,0.188353,0.049395,0.075
gaps,50.0,0.19234,0.15,0.19234,0.04234,7.55793,0.1875,0.21875,0.144146,0.097298,0.19023,0.05203,0.1
gaps,66.667,0.194911,0.15,0.194911,0.044911,7.125171,0.25,0.291667,0.1155,0.024736,0.190791,0.052851,0.125
gaps,83.333,0.190095,0.15,0.194911,0.044911,7.125171,0.285686,0.364583,0.086854,0.046324,0.190107,0.052021,0.15
gaps,100.0,0.178684,0.15,0.194911,0.044911,7.125171,0.254436,0.4375,0.058208,0.109764,0.188496,0.050099,0.175
gaps,116.667,0.162555,0.15,0.194911,0.044911,7.125171,0.223186,0.398438,0.029562,0.155149,0.186446,0.047883,0.2
gaps,133.333,0.15,0.15,0.194911,0.044911,7.125171,0.191936,0.359375,0.000916,0.120762,0.18484,0.046201,0.225
gaps,150.0,0.15,0.15,0.194911,0.044911,7.125171,0.160686,0.320313,0.0,0.0,0.184576,0.045692,0.25
gaps,166.667,0.15,0.15,0.194911,0.044911,7.125171,0.129436,0.28125,0.0,0.0,0.185068,0.046638,0.275
gaps,183.333,0.15,0.15,0.194911,0.044911,7.125171,0.098186,0.242188,0.0,0.0,0.186237,0.048888,0.3
gaps,200.0,0.15,0.15,0.194911,0.044911,7.125171,0.066936,0.203125,0.0,0.0,0.1878,0.051893,0.316279
gaps,216.667,0.15,0.15,0.194911,0.044911,7.125171,0.035686,0.164063,0.0,0.0,0.18934,0.054854,0.304821
gaps,233.333,0.15,0.15,0.194911,0.044911,7.125171,0.004436,0.125,0.0,0.0,0.190415,0.056921,0.293363
gaps,250.0,0.15,0.15,0.194911,0.044911,7.125171,0.0,0.085938,0.0,0.0,0.190672,0.057416,0.281904
gaps,266.667,0.161191,0.15,0.194911,0.044911,7.125171,0.0625,0.158854,0.09375,0.107646,0.190596,0.056015,0.306904
gaps,283.333,0.177581,0.15,0.194911,0.044911,7.125171,0.125,0.231771,0.1875,0.157653,0.189854,0.052826,0.331904
gaps,300.0,0.189434,0.15,0.194911,0.044911,7.125171,0.1875,0.304688,0.168909,0.114014,0.188176,0.048375,0.356904
gaps,316.667,0.1948,0.15,0.194911,0.044911,7.125171,0.25,0.377604,0.140263,0.05162,0.185906,0.043469,0.381904
gaps,333.333,0.192798,0.15,0.194911,0.044911,7.125171,0.30494,0.450521,0.111617,0.019264,0.183476,0.038996,0.406904
gaps,350.0,0.183755,0.15,0.194911,0.044911,7.125171,0.27369,0.514877,0.082972,0.08698,0.181285,0.035705,0.431904
gaps,366.667,0.16916,0.15,0.194911,0.044911,7.125171,0.24244,0.475814,0.054326,0.140388,0.179609,0.034019,0.450082
gaps,383.333,0.151413,0.15,0.194911,0.044911,7.125171,0.21119,0.436752,0.02568,0.170704,0.178545,0.033934,0.438624
gaps,400.0,0.15,0.15,0.194911,0.044911,7.125171,0.17994,0.397689,0.0,0.013596,0.179032,0.035031,0.427165
gaps,416.667,0.15,0.15,0.194911,0.044911,7.125171,0.14869,0.358627,0.0,0.0,0.179841,0.036588,0.415707
gaps,433.333,0.15,0.15,0.194911,0.044911,7.125171,0.11744,0.319564,0.0,0.0,0.18046,0.037777,0.404249
gaps,450.0,0.15,0.15,0.194911,0.044911,7.125171,0.08619,0.280502,0.0,0.0,0.180516,0.037885,0.39279
gaps,466.667,0.15,0.15,0.194911,0.044911,7.125171,0.05494,0.241439,0.0,0.0,0.179796,0.036501,0.381332
gaps,483.333,0.15,0.15,0.194911,0.044911,7.125171,0.02369,0.202377,0.0,0.0,0.178304,0.033631,0.369874
gaps,500.0,0.15,0.15,0.194911,0.044911,7.125171,0.0,0.163314,0.0,0.0,0.176259,0.029699,0.358415
gaps,516.667,0.154235,0.15,0.194911,0.044911,7.125171,0.030174,0.124252,0.060348,0.040735,0.174297,0.025445,0.346957
gaps,533.333,0.171679,0.15,0.194911,0.044911,7.125171,0.092674,0.197169,0.154098,0.167794,0.173365,0.021741,0.335499
gaps,550.0,0.185557,0.15,0.194911,0.044911,7.125171,0.155174,0.270085,0.197767,0.133493,0.172885,0.019365,0.360499
gaps,566.667,0.193586,0.15,0.194911,0.044911,7.125171,0.217674,0.343002,0.169121,0.077233,0.17302,0.018809,0.385499
gaps,583.333,0.194446,0.15,0.194911,0.044911,7.125171,0.280174,0.415919,0.140475,0.00827,0.173764,0.020154,0.410499
gaps,600.0,0.187995,0.15,0.194911,0.044911,7.125171,0.270719,0.488835,0.11183,0.062054,0.17493,0.023048,0.435499
gaps,616.667,0.175294,0.15,0.194911,0.044911,7.125171,0.239469,0.449773,0.083184,0.122171,0.176194,0.026797,0.439769
gaps,633.333,0.158432,0.15,0.194911,0.044911,7.125171,0.208219,0.41071,0.054538,0.162191,0.177192,0.030542,0.42831
gaps,650.0,0.15,0.15,0.194911,0.044911,7.125171,0.176969,0.371648,0.025892,0.081109,0.178223,0.033475,0.416852
gaps,666.667,0.15,0.15,0.194911,0.044911,7.125171,0.145719,0.332585,0.0,0.0,0.179038,0.035042,0.405394
gaps,683.333,0.15,0.15,0.194911,0.044911,7.125171,0.114469,0.293523,0.0,0.0,0.179056,0.035077,0.393935
gaps,700.0,0.15,0.15,0.194911,0.044911,7.125171,0.083219,0.25446,0.0,0.0,0.178413,0.033841,0.382477
gaps,716.667,0.15,0.15,0.194911,0.044911,7.125171,0.051969,0.215398,0.0,0.0,0.177429,0.031948,0.371019
gaps,733.333,0.15,0.15,0.194911,0.044911,7.125171,0.020719,0.176335,0.0,0.0,0.176519,0.030199,0.35956
gaps,750.0,0.15,0.15,0.194911,0.044911,7.125171,0.0,0.137273,0.0,0.0,0.176089,0.029372,0.348102
gaps,766.667,0.0018,0.15,0.194911,0.044911,7.125171,0.0,0.09821,0.0,1.0,0.160561,0.030018,0.336644
gaps,783.333,0.001983,0.15,0.194911,0.044911,7.125171,0.0,0.059148,0.002607,0.001759,0.16185,0.032312,0.325185
gaps,800.0,0.00217,0.15,0.194911,0.044911,7.125171,0.0,0.020085,0.002661,0.001796,0.163862,0.035999,0.313727
gaps,816.667,0.002296,0.15,0.194911,0.044911,7.125171,0.0,0.000395,0.001795,0.001211,0.166244,0.040461,0.302269
gaps,833.333,0.00234,0.15,0.194911,0.044911,7.125171,0.0,0.000139,0.000633,0.000427,0.168552,0.044859,0.29081
gaps,850.0,0.002296,0.15,0.194911,0.044911,7.125171,0.0,0.0,0.0,0.000427,0.170344,0.048346,0.279352
gaps,866.667,0.00217,0.15,0.194911,0.044911,7.125171,0.0,0.0,0.0,0.001211,0.171284,0.050272,0.267894
gaps,883.333,0.001983,0.15,0.194911,0.044911,7.125171,0.0,0.0,0.0,0.001796,0.171229,0.050348,0.256435
gaps,900.0,0.0018,0.15,0.194911,0.044911,7.125171,0.0,0.0,0.0,0.001759,0.170281,0.048711,0.244977
gaps,916.667,0.0018,0.15,0.194911,0.044911,7.125171,0.0,0.0,0.0,0.0,0.168813,0.045887,0.233519
gaps,933.333,0.0018,0.15,0.194911,0.044911,7.125171,0.0,0.0,0.0,0.0,0.167131,0.042653,0.22206
gaps,950.0,0.0018,0.15,0.194911,0.044911,7.125171,0.0,0.0,0.0,0.0,0.165669,0.039842,0.210602
gaps,966.667,0.0018,0.15,0.194911,0.044911,7.125171,0.0,0.0,0.0,0.0,0.164778,0.038128,0.199144
gaps,983.333,0.0018,0.15,0.194911,0.044911,7.125171,0.0,0.0,0.0,0.0,0.164639,0.037861,0.187685
gaps,1000.0,0.15,0.15,0.194911,0.044911,7.125171,0.0,0.020625,0.09375,1.0,0.181084,0.038978,0.212685
gaps,1016.667,0.15,0.15,0.194911,0.044911,7.125171,0.0,0.014323,0.065104,0.0,0.18215,0.041027,0.231722
gaps,1033.333,0.158432,0.15,0.194911,0.044911,7.125171,0.060081,0.08724,0.120161,0.081109,0.183815,0.04328,0.256722
gaps,1050.0,0.175294,0.15,0.194911,0.044911,7.125171,0.122581,0.160156,0.213911,0.162191,0.185622,0.044928,0.281722
gaps,1066.667,0.187995,0.15,0.194911,0.044911,7.125171,0.185081,0.233073,0.185265,0.122171,0.186493,0.045284,0.306722
gaps,1083.333,0.194446,0.15,0.194911,0.044911,7.125171,0.247581,0.30599,0.156619,0.062054,0.186147,0.043968,0.331722
gaps,1100.0,0.193586,0.15,0.194911,0.044911,7.125171,0.310081,0.378906,0.127974,0.00827,0.18456,0.041002,0.356722
gaps,1116.667,0.185557,0.15,0.194911,0.044911,7.125171,0.278831,0.451823,0.099328,0.077233,0.181958,0.036814,0.381722
gaps,1133.333,0.171679,0.15,0.194911,0.044911,7.125171,0.247581,0.41276,0.070682,0.133493,0.178771,0.032137,0.406722
gaps,1150.0,0.154235,0.15,0.194911,0.044911,7.125171,0.216331,0.373698,0.042036,0.167794,0.175537,0.02783,0.395264
gaps,1166.667,0.15,0.15,0.194911,0.044911,7.125171,0.185081,0.334635,0.01339,0.040735,0.173644,0.024669,0.383806
gaps,1183.333,0.15,0.15,0.194911,0.044911,7.125171,0.153831,0.295573,0.0,0.0,0.172861,0.023163,0.372347
gaps,1200.0,0.15,0.15,0.194911,0.044911,7.125171,0.122581,0.25651,0.0,0.0,0.173,0.023431,0.360889
gaps,1216.667,0.15,0.15,0.194911,0.044911,7.125171,0.091331,0.217448,0.0,0.0,0.173909,0.025179,0.349431
gaps,1233.333,0.15,0.15,0.194911,0.044911,7.125171,0.060081,0.178385,0.0,0.0,0.175263,0.027784,0.337972
gaps,1250.0,0.15,0.15,0.194911,0.044911,7.125171,0.028831,0.139323,0.0,0.0,0.176649,0.030449,0.326514
gaps,1266.667,0.15,0.15,0.194911,0.044911,7.125171,0.0,0.10026,0.0,0.0,0.17767,0.032412,0.315056
gaps,1283.333,0.151413,0.15,0.194911,0.044911,7.125171,0.010071,0.061198,0.020143,0.013596,0.17813,0.033135,0.303597
gaps,1300.0,0.16916,0.15,0.194911,0.044911,7.125171,0.072571,0.134115,0.113893,0.170704,0.178789,0.032441,0.295967
gaps,1316.667,0.183755,0.15,0.194911,0.044911,7.125171,0.135071,0.207031,0.207643,0.140388,0.178608,0.030556,0.320967
gaps,1333.333,0.192798,0.15,0.194911,0.044911,7.125171,0.197571,0.279948,0.178997,0.08698,0.177787,0.028056,0.345967
gaps,1350.0,0.1948,0.15,0.194911,0.044911,7.125171,0.260071,0.352865,0.150351,0.019264,0.176675,0.025716,0.370967
gaps,1366.667,0.189434,0.15,0.194911,0.044911,7.125171,0.280973,0.425781,0.121705,0.05162,0.175668,0.024321,0.395967
gaps,1383.333,0.177581,0.15,0.194911,0.044911,7.125171,0.249723,0.446233,0.093059,0.114014,0.175105,0.024462,0.420967
gaps,1400.0,0.161191,0.15,0.194911,0.044911,7.125171,0.218473,0.40717,0.064413,0.157653,0.175192,0.026392,0.41399
gaps,1416.667,0.15,0.15,0.194911,0.044911,7.125171,0.187223,0.368108,0.035768,0.107646,0.176392,0.029954,0.402532
gaps,1433.333,0.15,0.15,0.194911,0.044911,7.125171,0.155973,0.329045,0.007122,0.0,0.178817,0.034618,0.391074
gaps,1450.0,0.15,0.15,0.194911,0.044911,7.125171,0.124723,0.289983,0.0,0.0,0.181412,0.039608,0.379615
gaps,1466.667,0.15,0.15,0.194911,0.044911,7.125171,0.093473,0.25092,0.0,0.0,0.18374,0.044085,0.368157
gaps,1483.333,0.15,0.15,0.194911,0.044911,7.125171,0.062223,0.211858,0.0,0.0,0.185436,0.047347,0.356699
gaps,1500.0,0.15,0.15,0.194911,0.044911,7.125171,0.030973,0.172795,0.0,0.0,0.186295,0.048998,0.34524
gaps,1516.667,0.15,0.15,0.194911,0.044911,7.125171,0.0,0.133733,0.0,0.0,0.186313,0.049033,0.333782
gaps,1533.333,0.15,0.15,0.194911,0.044911,7.125171,0.0,0.09467,0.0,0.0,0.185688,0.047831,0.322324
gaps,1550.0,0.162555,0.15,0.194911,0.044911,7.125171,0.0625,0.167587,0.09375,0.120762,0.185497,0.046059,0.314669
gaps,1566.667,0.002144,0.15,0.194911,0.044911,7.125171,0.03125,0.128525,0.065104,1.0,0.168266,0.044491,0.303211
gaps,1583.333,0.002281,0.15,0.194911,0.044911,7.125171,0.0,0.089462,0.036458,0.001317,0.167983,0.04382,0.291753
gaps,1600.0,0.002339,0.15,0.194911,0.044911,7.125171,0.0,0.0504,0.007812,0.000556,0.168352,0.044475,0.280294
gaps,1616.667,0.002308,0.15,0.194911,0.044911,7.125171,0.0,0.011337,0.0,0.000297,0.169398,0.046516,0.268836
gaps,1633.333,0.002194,0.15,0.194911,0.044911,7.125171,0.0,0.0,0.0,0.001101,0.170954,0.049614,0.257378
gaps,1650.0,0.002014,0.15,0.194911,0.044911,7.125171,0.0,0.0,0.0,0.001724,0.172692,0.05313,0.245919
gaps,1666.667,0.0018,0.15,0.1948,0.0448,7.142811,0.0,0.0,0.0,0.002068,0.174211,0.056268,0.234461
gaps,1683.333,0.0018,0.15,0.1948,0.0448,7.142811,0.0,0.0,0.0,0.0,0.175252,0.05827,0.223003
gaps,1700.0,0.0018,0.15,0.1948,0.0448,7.142811,0.0,0.0,0.0,0.0,0.175425,0.058602,0.211544
gaps,1716.667,0.0018,0.15,0.1948,0.0448,7.142811,0.0,0.0,0.0,0.0,0.174634,0.057081,0.200086
gaps,1733.333,0.15,0.15,0.1948,0.0448,7.142811,0.0,0.020625,0.09375,1.0,0.188857,0.053925,0.225086
gaps,1750.0,0.15,0.15,0.1948,0.0448,7.142811,0.0,0.014323,0.065104,0.0,0.186658,0.049696,0.23623
gaps,1766.667,0.15,0.15,0.1948,0.0448,7.142811,0.0,0.008021,0.036458,0.0,0.184305,0.045172,0.225696
gaps,1783.333,0.15,0.15,0.1948,0.0448,7.142811,0.0,0.001719,0.007812,0.0,0.182216,0.041155,0.215426
gaps,1800.0,0.15564,0.15,0.1948,0.0448,7.142811,0.040285,0.074635,0.080571,0.054385,0.181057,0.038287,0.240426
gaps,1816.667,0.172907,0.15,0.1948,0.0448,7.142811,0.102785,0.147552,0.174321,0.166501,0.181314,0.036896,0.265426
gaps,1833.333,0.186406,0.15,0.1948,0.0448,7.142811,0.165285,0.220469,0.19284,0.130167,0.182063,0.036928,0.290426
gaps,1850.0,0.193916,0.15,0.1948,0.0448,7.142811,0.227785,0.293385,0.164194,0.072422,0.182997,0.037963,0.315426
gaps,1866.667,0.194203,0.15,0.1948,0.0448,7.142811,0.290285,0.366302,0.135549,0.002764,0.183722,0.039329,0.340426
gaps,1883.333,0.187219,0.15,0.1948,0.0448,7.142811,0.265846,0.439219,0.106903,0.067348,0.183845,0.040272,0.365426
gaps,1900.0,0.174112,0.15,0.1948,0.0448,7.142811,0.234596,0.402293,0.078257,0.126383,0.18307,0.040146,0.390426
gaps,1916.667,0.15704,0.15,0.1948,0.0448,7.142811,0.203346,0.36323,0.049611,0.164628,0.181289,0.038577,0.396045
gaps,1933.333,0.15,0.15,0.1948,0.0448,7.142811,0.172096,0.324168,0.020965,0.067881,0.179307,0.03556,0.384586
gaps,1950.0,0.15,0.15,0.1948,0.0448,7.142811,0.140846,0.285105,0.0,0.0,0.177178,0.031466,0.373128
gaps,1966.667,0.15,0.15,0.1948,0.0448,7.142811,0.109596,0.246043,0.0,0.0,0.174833,0.026956,0.36167
gaps,1983.333,0.15,0.15,0.1948,0.0448,7.142811,0.078346,0.20698,0.0,0.0,0.172687,0.02283,0.350211
gaps,2000.0,0.15,0.15,0.1948,0.0448,7.142811,0.047096,0.167918,0.0,0.0,0.17113,0.019836,0.338753
gaps,2016.667,0.15,0.15,0.1948,0.0448,7.142811,0.015846,0.128855,0.0,0.0,0.170432,0.018493,0.327295
gaps,2033.333,0.15,0.15,0.1948,0.0448,7.142811,0.0,0.089793,0.0,0.0,0.170681,0.018972,0.315836
gaps,2050.0,0.15,0.15,0.1948,0.0448,7.142811,0.0,0.05073,0.0,0.0,0.171764,0.021055,0.304378
gaps,2066.667,0.166566,0.15,0.1948,0.0448,7.142811,0.0625,0.123647,0.09375,0.159739,0.174353,0.024192,0.29292
gaps,2083.333,0.18182,0.15,0.1948,0.0448,7.142811,0.125,0.196564,0.1875,0.147093,0.176983,0.027631,0.31792
gaps,2100.0,0.19184,0.15,0.1948,0.0448,7.142811,0.1875,0.26948,0.158854,0.096622,0.179061,0.030602,0.34292
gaps,2116.667,0.194978,0.15,0.194978,0.044978,7.114622,0.25,0.342397,0.130208,0.030138,0.18021,0.032495,0.36792
gaps,2133.333,0.190717,0.15,0.194978,0.044978,7.114622,0.289688,0.415314,0.101562,0.040922,0.180254,0.033011,0.39292
gaps,2150.0,0.179759,0.15,0.194978,0.044978,7.114622,0.258438,0.466674,0.072917,0.10525,0.179257,0.032218,0.41792
gaps,2166.667,0.163906,0.15,0.194978,0.044978,7.114622,0.227188,0.427612,0.044271,0.152267,0.177505,0.030542,0.422675
gaps,2183.333,0.15,0.15,0.194978,0.044978,7.114622,0.195938,0.388549,0.015625,0.133561,0.175713,0.028649,0.411217
