scenario,playback_id,selected_visualizer_strategy,t_ms,input_energy,expanded_energy,final_speaking_energy,adaptive_gain
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,752.0,0.0,0.0,0.3368,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,768.0,0.0,0.0,0.3373,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,784.0,0.0,0.0,0.3335,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,800.0,0.0,0.0,0.3246,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,816.0,0.0,0.0,0.3107,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,832.0,0.0,0.0,0.2925,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,848.0,0.0,0.0,0.2716,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,864.0,0.0,0.0,0.25,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,880.0,0.0,0.0,0.2301,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,896.0,0.0,0.0,0.2143,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,912.0,0.0,0.0,0.2046,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,928.0,0.0,0.0,0.2024,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,944.0,0.0,0.0,0.2081,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,960.0,0.0,0.0,0.2216,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,976.0,0.0,0.0,0.2413,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,992.0,0.0,0.0,0.2655,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1008.0,0.0,0.0,0.2916,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1024.0,0.0,0.0,0.3169,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1040.0,0.0,0.0,0.3392,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1056.0,0.0,0.0,0.3565,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1072.0,0.0,0.0,0.3676,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1088.0,0.0,0.0,0.3722,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1104.0,0.0,0.0,0.3708,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1120.0,0.0,0.0,0.3647,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1136.0,0.0,0.0,0.3558,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1152.0,0.0,0.0,0.3459,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1168.0,0.0,0.0,0.337,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1184.0,0.0,0.0,0.3308,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1200.0,0.0,0.0,0.328,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1216.0,0.0,0.0,0.3288,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1232.0,0.0,0.0,0.3328,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1248.0,0.0,0.0,0.3385,0.0
missing_envelope_timeline,probe-missing-timeline,procedural_speaking,1264.0,0.0,0.0,0.3443,0.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,0.0,0.1634,0.5715,0.5315,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,16.0,0.1705,0.6536,0.5791,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,32.0,0.176,0.6988,0.6053,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,48.0,0.1789,0.7199,0.6175,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,64.0,0.1786,0.7155,0.615,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,80.0,0.1752,0.6859,0.5978,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,96.0,0.1695,0.6343,0.5679,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,112.0,0.163,0.5692,0.5302,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,128.0,0.157,0.5002,0.4901,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,144.0,0.1529,0.4453,0.4583,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,160.0,0.1517,0.4274,0.4479,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,176.0,0.1536,0.4577,0.4655,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,192.0,0.158,0.519,0.501,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,208.0,0.1639,0.5874,0.5407,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,224.0,0.1699,0.6461,0.5748,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,240.0,0.1745,0.6845,0.597,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,256.0,0.1765,0.6991,0.6055,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,272.0,0.1753,0.6873,0.5987,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,288.0,0.1711,0.6494,0.5766,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,304.0,0.1646,0.5862,0.54,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,320.0,0.1572,0.5029,0.4917,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,336.0,0.1503,0.4059,0.4354,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,352.0,0.1454,0.3117,0.3808,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,368.0,0.1434,0.2578,0.3495,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,384.0,0.1446,0.2934,0.3702,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,400.0,0.1486,0.383,0.4222,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,416.0,0.1543,0.4741,0.475,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,432.0,0.1604,0.5499,0.519,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,448.0,0.1654,0.601,0.5486,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,464.0,0.168,0.624,0.5619,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,480.0,0.1677,0.6193,0.5592,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,496.0,0.1643,0.5842,0.5389,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,512.0,0.1588,0.523,0.5033,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,528.0,0.1523,0.4374,0.4537,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,544.0,0.1462,0.3301,0.3915,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,560.0,0.1421,0.2098,0.3217,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,576.0,0.1409,0.1006,0.2584,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,592.0,0.143,0.2478,0.3437,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,608.0,0.1479,0.3718,0.4157,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,624.0,0.1547,0.4815,0.4793,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,640.0,0.162,0.5698,0.5305,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,656.0,0.1683,0.6317,0.5664,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,672.0,0.1722,0.6643,0.5853,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,688.0,0.1731,0.67,0.5886,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,704.0,0.1709,0.6487,0.5763,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,720.0,0.1663,0.604,0.5503,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,736.0,0.1605,0.5423,0.5145,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,752.0,0.1549,0.4735,0.4746,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,768.0,0.151,0.4171,0.4419,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,784.0,0.1498,0.3974,0.4305,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,800.0,0.1517,0.4301,0.4495,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,816.0,0.1564,0.4998,0.4899,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,832.0,0.1629,0.578,0.5352,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,848.0,0.1698,0.6468,0.5752,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,864.0,0.1758,0.6981,0.6049,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,880.0,0.1793,0.7238,0.6198,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,896.0,0.1798,0.7256,0.6208,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,912.0,0.177,0.7013,0.6068,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,928.0,0.1716,0.6537,0.5791,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,944.0,0.1648,0.5881,0.5411,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,960.0,0.1581,0.5138,0.498,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,976.0,0.1529,0.4454,0.4584,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,992.0,0.1502,0.4039,0.4343,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1008.0,0.1506,0.4103,0.438,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1024.0,0.1539,0.4644,0.4693,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1040.0,0.1592,0.5348,0.5102,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1056.0,0.1651,0.5996,0.5478,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1072.0,0.1702,0.6473,0.5754,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1088.0,0.1731,0.6707,0.589,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1104.0,0.173,0.668,0.5874,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1120.0,0.1698,0.6378,0.5699,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1136.0,0.1641,0.5813,0.5371,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1152.0,0.1569,0.4994,0.4897,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1168.0,0.1498,0.3978,0.4307,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1184.0,0.1442,0.2815,0.3633,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1200.0,0.1413,0.1635,0.2948,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1216.0,0.1416,0.1837,0.3066,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1232.0,0.145,0.3074,0.3783,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1248.0,0.1506,0.4197,0.4434,10.0
quiet_live_like_envelope,probe-quiet-live-like,playback_envelope_timeline,1264.0,0.1571,0.5118,0.4968,10.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,0.0,0.22,0.4245,0.4462,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,16.0,0.2645,0.488,0.483,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,32.0,0.3027,0.5287,0.5066,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,48.0,0.329,0.5533,0.5209,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,64.0,0.3398,0.5623,0.5261,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,80.0,0.3336,0.5554,0.5221,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,96.0,0.3111,0.5323,0.5087,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,112.0,0.2756,0.4939,0.4865,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,128.0,0.2322,0.4416,0.4561,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,144.0,0.487,0.7287,0.6226,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,160.0,0.4466,0.6846,0.597,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,176.0,0.4166,0.6509,0.5775,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,192.0,0.1014,0.1522,0.2883,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,208.0,0.1031,0.1645,0.2954,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,224.0,0.1215,0.2462,0.3428,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,240.0,0.1539,0.3239,0.3879,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,256.0,0.1958,0.3975,0.4306,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,272.0,0.2411,0.4601,0.4668,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,288.0,0.2834,0.5088,0.4951,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,304.0,0.3167,0.5421,0.5144,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,320.0,0.3362,0.5596,0.5246,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,336.0,0.339,0.5611,0.5254,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,352.0,0.325,0.5466,0.517,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,368.0,0.2959,0.5163,0.4994,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,384.0,0.256,0.4712,0.4733,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,400.0,0.211,0.413,0.4395,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,416.0,0.1672,0.3435,0.3992,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,432.0,0.131,0.2654,0.3539,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,448.0,0.4075,0.6693,0.5882,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,464.0,0.4,0.649,0.5764,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,480.0,0.1097,0.2181,0.3265,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,496.0,0.1351,0.2941,0.3706,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,512.0,0.1726,0.3658,0.4122,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,528.0,0.2168,0.4298,0.4493,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,544.0,0.2616,0.4847,0.4811,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,560.0,0.3003,0.5262,0.5052,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,576.0,0.3277,0.552,0.5202,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,592.0,0.3396,0.5622,0.5261,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,608.0,0.3345,0.5563,0.5226,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,624.0,0.3131,0.5343,0.5099,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,640.0,0.2784,0.497,0.4883,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,656.0,0.2353,0.4456,0.4584,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,672.0,0.1901,0.3819,0.4215,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,688.0,0.1491,0.3081,0.3787,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,704.0,0.1183,0.2271,0.3317,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,720.0,0.1019,0.1411,0.2818,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,736.0,0.1024,0.1461,0.2847,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,752.0,0.1197,0.2346,0.3361,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,768.0,0.4513,0.7149,0.6147,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,784.0,0.4927,0.73,0.6234,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,800.0,0.538,0.7509,0.6355,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,816.0,0.2807,0.5205,0.5019,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,832.0,0.3148,0.5502,0.5191,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,848.0,0.3353,0.566,0.5283,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,864.0,0.3394,0.5667,0.5287,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,880.0,0.3265,0.5518,0.5201,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,896.0,0.2983,0.5215,0.5025,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,912.0,0.259,0.4767,0.4765,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,928.0,0.2141,0.4187,0.4428,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,944.0,0.1701,0.3496,0.4028,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,960.0,0.1332,0.2719,0.3577,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,976.0,0.1086,0.1877,0.3089,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,992.0,0.1,0.1006,0.2583,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1008.0,0.1085,0.1879,0.309,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1024.0,0.1329,0.2743,0.3591,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1040.0,0.1697,0.354,0.4053,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1056.0,0.5137,0.7645,0.6434,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1072.0,0.2586,0.5177,0.5002,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1088.0,0.298,0.549,0.5184,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1104.0,0.3262,0.5687,0.5298,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1120.0,0.3394,0.575,0.5335,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1136.0,0.3354,0.5665,0.5286,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1152.0,0.3151,0.5431,0.515,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1168.0,0.2811,0.5049,0.4928,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1184.0,0.2384,0.453,0.4627,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1200.0,0.1931,0.3891,0.4257,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1216.0,0.1517,0.3153,0.3829,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1232.0,0.12,0.2342,0.3358,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1248.0,0.1025,0.148,0.2859,1.0
syllable_peaks_envelope,probe-syllable-peaks,playback_envelope_timeline,1264.0,0.1018,0.1406,0.2816,1.0
